prop_type,purpose,covered_area,price,location,beds,baths,amenities
Flat,For Sale,106,7500000,"Bahria Town Karachi, Karachi, Sindh",2,2,"Built in year: 2020
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building: 25
Elevators: 6
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
House,For Sale,240,46500000,"Scheme 33, Karachi, Sindh",6,6,"Built in year: 2023
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 4
Servant Quarters,,,,,"
Flat,For Sale,259,45000000,"Clifton, Karachi, Sindh",3,3,"Built in year: 1990
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 5
Floors in Building: 8
Elevators: 2
Other Main Features,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1,,,,,"
Flat,For Sale,183,29000000,"DHA Defence, Karachi, Sindh",3,4,"Built in year: 2025
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 4
Servant Quarters: 1,,,,,"
Flat,For Sale,333,47500000,"Cantt, Karachi, Sindh",4,4,"Built in year: 2025
Parking Spaces: 1
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Service Elevators in Building
Furnished,Bedrooms: 4
Bathrooms: 4
Servant Quarters: 1,,,,,"
House,For Sale,256,55000000,"North Nazimabad, Karachi, Sindh",8,6,"Built in year: 2025
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 3
Other Main Features
Furnished,Bedrooms: 8
Bathrooms: 8
Servant Quarters: 2,,,,,"
Flat,For Sale,239,32500000,"DHA Defence, Karachi, Sindh",3,3,"Parking Spaces
Lobby in Building
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators
Other Main Features,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens
Study Room,,,,"
Flat,For Sale,195,26500000,"DHA Defence, Karachi, Sindh",3,3,"Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators
Other Main Features,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1,,,,"
Flat,For Sale,356,15700000,"Cantt, Karachi, Sindh",3,3,"Built in year: 2025
Parking Spaces: 1
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors in Building
Elevators
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Sale,300,45000000,"Cantt, Karachi, Sindh",3,3,"Built in year
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Sale,300,45000000,"Cantt, Karachi, Sindh",3,3,"Built in year
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Sale,267,38000000,"Cantt, Karachi, Sindh",3,3,"Built in year
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens: 1,,,,,"
Flat,For Sale,267,39000000,"Cantt, Karachi, Sindh",3,3,"Parking Spaces
Flooring
Electricity Backup
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens: 1
Steam Room
Lounge or Sitting Room
Laundry Room
Other Rooms,,,,,"
Flat,For Sale,167,26500000,"Gulistan-e-Jauhar, Karachi, Sindh",3,4,"Built in year: 2020
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Flooring
Electricity Backup
Waste Disposal
Floor: 6
Floors in Building: 8
Elevators: 1,Bedrooms: 2
Bathrooms: 3
Servant Quarters: 1,,,,,"
Flat,For Sale,183,17500000,"Scheme 33, Karachi, Sindh",3,4,"Built in year: 2022
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators
Other Main Features
Furnished,,,,,"
Flat,For Sale,272,49500000,"Rashid Minhas Road, Karachi, Sindh",3,3,"Built in year: 2023
Parking Spaces: 1
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Floor: 24
Floors in Building: 28
Elevators: 4
Service Elevators in Building
Other Main Features,,,,,,"
Flat,For Sale,200,20000000,"North Nazimabad, Karachi, Sindh",3,3,"Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places"
House,For Sale,500,120000000,"DHA Defence, Karachi, Sindh",7,6,"Built in year: 2015
Parking Spaces: 4
Double Glazed Windows
Central Heating
Flooring
Electricity Backup
Floors: 1,Bedrooms: 7
Bathrooms: 8
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens: 4,,,"
House,For Sale,400,71500000,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,"Built in year: 2012
Parking Spaces: 2
Double Glazed Windows
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features
Furnished,Bedrooms: 6
Bathrooms: 6
Servant Quarters,,,,,"
House,For Sale,152,39500000,"Gulistan-e-Jauhar, Karachi, Sindh",4,4,"Built in year: 10
Parking Spaces: 1
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 4
Bathrooms: 4
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 2,,,,"
House,For Sale,442,100000000,"Gulistan-e-Jauhar, Karachi, Sindh",8,6,"Built in year: 2
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 8
Bathrooms: 8
Servant Quarters: 1,,,,,"
House,For Sale,350,14600000,"Bahria Town Karachi, Karachi, Sindh",4,4,"Built in year: 2022
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 1
Other Main Features
Furnished,Bedrooms: 4
Bathrooms: 4
Servant Quarters,,,,,"
House,For Sale,235,12900000,"Bahria Town Karachi, Karachi, Sindh",3,3,"Built in year: 2025
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 3
Bathrooms: 4
Servant Quarters: 1,,,,,"
Flat,For Sale,122,5000000,"Bahria Town Karachi, Karachi, Sindh",2,2,"Built in year: 2022
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 2
Bathrooms: 2
Servant Quarters,,,,,"
Flat,For Sale,106,5500000,"Bahria Town Karachi, Karachi, Sindh",2,2,"Furnished,Bedrooms: 2
Bathrooms: 2
Drawing Room
Dining Room
Kitchens
Study Room
Prayer Room
Powder Room,Broadband Internet Access,,,"
House,For Sale,235,12200000,"Bahria Town Karachi, Karachi, Sindh",3,3,"Furnished,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens
Study Room
Prayer Room
Powder Room,Broadband Internet Access,,,"
House,For Sale,256,55000000,"North Nazimabad, Karachi, Sindh",8,6,"Built in year: 2025
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 3
Other Main Features
Furnished,Bedrooms: 8
Bathrooms: 8
Servant Quarters: 2,,,,,"
Flat,For Sale,133,15500000,"DHA Defence, Karachi, Sindh",3,3,"Built in year: 2005
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 1
Floors in Building: 4
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 3
Servant Quarters,,,,,"
Flat,For Sale,156,14000000,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,"Lobby in Building
Flooring
Electricity Backup
Elevators: 2
Service Elevators in Building,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens: 1
Prayer Room
Store Rooms: 1
Lounge or Sitting Room,,,,"
Flat,For Sale,167,14000000,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,"Parking Spaces: 1
Lobby in Building
Flooring
Elevators: 2
Service Elevators in Building,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens: 1
Prayer Room
Store Rooms: 1
Lounge or Sitting Room,,,,"
Flat,For Sale,133,11000000,"Gulistan-e-Jauhar, Karachi, Sindh",2,2,"Parking Spaces: 1
Flooring
Electricity Backup
Elevators: 1
Service Elevators in Building,Bedrooms: 2
Bathrooms: 2
Drawing Room
Dining Room
Kitchens: 1
Prayer Room
Store Rooms: 1
Lounge or Sitting Room,,,,"
Flat,For Sale,237,32500000,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,4,"Parking Spaces
Lobby in Building
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators
Other Main Features,Bedrooms: 4
Bathrooms: 4
Drawing Room
Dining Room
Kitchens
Study Room,,,,"
Flat,For Sale,590,410000000,"Civil Lines, Karachi, Sindh",4,4,"Built in year
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms
Bathrooms
Servant Quarters,,,,,"
Flat,For Sale,267,38000000,"Cantt, Karachi, Sindh",3,3,"Built in year
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens: 1,,,,,"
Flat,For Sale,267,39000000,"Cantt, Karachi, Sindh",3,3,"Parking Spaces
Flooring
Electricity Backup
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens: 1
Steam Room
Lounge or Sitting Room
Laundry Room
Other Rooms,,,,,"
Flat,For Sale,106,16500000,"Jamshed Road, Karachi, Sindh",2,2,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Flat,For Sale,333,46500000,"Cantt, Karachi, Sindh",4,4,"Built in year: 2025
Parking Spaces
Flooring
Electricity Backup
Other Main Features
Furnished,Bedrooms: 4
Bathrooms: 4
Drawing Room
Dining Room
Kitchens: 1
Study Room
Prayer Room
Powder Room
Store Rooms: 1,,,,,"
House,For Sale,375,65500000,"Cantt, Karachi, Sindh",5,5,"Parking Spaces: 2
Flooring,Bedrooms: 5
Bathrooms: 5
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 1,Community Lawn or Garden
Community Swimming Pool
Community Gym
First Aid or Medical Centre,,"
House,For Sale,400,71500000,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,"Built in year: 2012
Parking Spaces: 2
Double Glazed Windows
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features
Furnished,Bedrooms: 6
Bathrooms: 6
Servant Quarters,,,,,"
House,For Sale,152,39500000,"Gulistan-e-Jauhar, Karachi, Sindh",4,4,"Built in year: 10
Parking Spaces: 1
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 4
Bathrooms: 4
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 2,,,,"
House,For Sale,442,100000000,"Gulistan-e-Jauhar, Karachi, Sindh",8,6,"Built in year: 2
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 8
Bathrooms: 8
Servant Quarters: 1,,,,,"
House,For Sale,400,90000000,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,"Built in year: 2025
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features
Furnished,Bedrooms: 7
Bathrooms: 6
Servant Quarters,,,,,"
House,For Sale,120,40000000,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,"Built in year: 2024
Parking Spaces: 1
Flooring
Electricity Backup
Floors,Bedrooms: 6
Bathrooms: 6
Drawing Room
Dining Room
Kitchens: 3,Satellite or Cable TV Ready,,"
House,For Sale,260,64000000,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,"Built in year: 2021
Parking Spaces
Double Glazed Windows
Flooring
Electricity Backup
Floors
Other Main Features,Bedrooms: 6
Bathrooms: 6
Servant Quarters
Drawing Room
Dining Room
Kitchens: 2,,,"
House,For Sale,200,35000000,"Gulistan-e-Jauhar, Karachi, Sindh",6,5,"Built in year: 2010
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features,Bedrooms: 6
Bathrooms: 5
Drawing Room,,,,"
Flat,For Sale,116,6500000,"Gulistan-e-Jauhar, Karachi, Sindh",2,2,"Double Glazed Windows
Central Air Conditioning
Central Heating
Waste Disposal
Floor,Bedrooms: 2
Bathrooms: 2
Drawing Room
Dining Room
Kitchens: 1
Study Room
Prayer Room
Powder Room
Gym,,,,,"
Flat,For Sale,133,13200000,"University Road, Karachi, Sindh",2,2,"Built in year
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens: 1
Study Room,,,,,"
Flat,For Sale,133,12900000,"University Road, Karachi, Sindh",2,2,"Built in year
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Sale,137,20500000,"Callachi Cooperative Housing Society, Karachi, Sindh",2,2,"Built in year: 2024
Parking Spaces: 5
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 7
Bathrooms: 8
Servant Quarters: 3,,,,,"
House,For Sale,1,410000000,"DHA Defence, Karachi, Sindh",6,6,"Built in year
Parking Spaces: 5
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 1
Other Main Features
Furnished,Bedrooms: 6
Bathrooms: 6
Servant Quarters: 1,,,,,"
House,For Sale,200,59000000,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,"Built in year: 2025
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 3
Servant Quarters,,,,,"
Flat,For Sale,189,14000000,"Gulistan-e-Jauhar, Karachi, Sindh",4,4,"Parking Spaces: 1
Flooring
Electricity Backup
Elevators: 1
Service Elevators in Building,Bedrooms: 4
Bathrooms: 4
Drawing Room
Dining Room
Kitchens: 1
Prayer Room
Store Rooms: 1
Lounge or Sitting Room,,,,"
Flat,For Sale,200,27500000,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,"Built in year: 2020
Parking Spaces: 1
Lobby in Building
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floor: 16
Floors in Building: 18
Elevators: 4
Service Elevators in Building
Other Main Features
Furnished,,,,,"
Flat,For Sale,72,6200000,"Scheme 33, Karachi, Sindh",2,2,"Built in year: 2023
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Elevators: 2
Service Elevators in Building
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1,,,,,"
Flat,For Sale,70,7800000,"Scheme 33, Karachi, Sindh",2,2,"Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators: 4
Service Elevators in Building
Other Main Features
Furnished,Bedrooms: 6
Bathrooms: 7
Servant Quarters: 2,,,,,"
House,For Sale,1,298000000,"DHA Defence, Karachi, Sindh",6,7,"Built in year: 2017
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Flooring
Electricity Backup
Floors
Other Main Features,Bedrooms: 6
Bathrooms: 8
Servant Quarters: 3
Drawing Room
Dining Room
Kitchens: 2,,,,"
Flat,For Sale,300,38000000,"Gulshan-e-Iqbal Town, Karachi, Sindh",5,5,"Parking Spaces
Lobby in Building
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators
Other Main Features,Bedrooms: 5
Bathrooms: 5
Drawing Room
Dining Room
Kitchens
Study Room,,,,"
Flat,For Sale,152,17000000,"Shahra-e-Faisal, Karachi, Sindh",2,2,"Parking Spaces
Lobby in Building
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators
Other Main Features,Bedrooms: 2
Bathrooms: 2
Drawing Room
Dining Room
Kitchens
Study Room,,,,"
Flat,For Sale,333,46500000,"Cantt, Karachi, Sindh",4,4,"Built in year: 2025
Parking Spaces
Flooring
Electricity Backup
Other Main Features
Furnished,Bedrooms: 4
Bathrooms: 4
Drawing Room
Dining Room
Kitchens: 1
Study Room
Prayer Room
Powder Room
Store Rooms: 1,,,,,"
House,For Sale,375,65500000,"Cantt, Karachi, Sindh",5,5,"Parking Spaces: 2
Flooring,Bedrooms: 5
Bathrooms: 5
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 1,Community Lawn or Garden
Community Swimming Pool
Community Gym
First Aid or Medical Centre,,"
House,For Sale,100,12800000,"Malir, Karachi, Sindh",0,4,"Built in year: 2025
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 4
Bathrooms: 4
Servant Quarters: 2,,,,,"
House,For Sale,120,31000000,"Naya Nazimabad, Karachi, Sindh",4,4,"Built in year: 2023
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 4
Bathrooms: 4
Servant Quarters: 1,,,,,"
Upper Portion,For Sale,240,40000000,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,"Parking Spaces: 1
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal,Bedrooms: 4
Bathrooms: 5
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 1
Powder Room
Store Rooms: 1
Lounge or Sitting Room,,,,"
House,For Sale,200,35000000,"Gulistan-e-Jauhar, Karachi, Sindh",6,5,"Built in year: 2010
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features,Bedrooms: 6
Bathrooms: 5
Drawing Room,,,,"
Flat,For Sale,116,6500000,"Gulistan-e-Jauhar, Karachi, Sindh",2,2,"Double Glazed Windows
Central Air Conditioning
Central Heating
Waste Disposal
Floor,Bedrooms: 2
Bathrooms: 2
Drawing Room
Dining Room
Kitchens: 1
Study Room
Prayer Room
Powder Room
Gym,,,,,"
Lower Portion,For Sale,350,34000000,"Gulistan-e-Jauhar, Karachi, Sindh",4,4,"Built in year: 2015
Parking Spaces
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floors,Bedrooms: 5
Bathrooms: 6
Servant Quarters
Drawing Room
Dining Room
Kitchens: 2,,,,"
Upper Portion,For Sale,240,29500000,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,"Built in year: 2023
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 3
Drawing Room,,,"
House,For Sale,1,400000000,"DHA Defence, Karachi, Sindh",7,6,"Bedrooms: 7
Bathrooms: 8
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens: 2
Study Room
Prayer Room
Powder Room
Gym
Store Rooms: 2
Steam Room
Lounge or Sitting Room
Laundry Room,,,"
